GAMEID,GAMEDATE,QUARTER,MINUTE,SECOND,OFFENSETEAM,DEFENSETEAM,DOWN,TOGO,YARDLINE,DESCRIPTION,SEASONYEAR,YARDS,FORMATION,PLAYTYPE,PASSTYPE,RUSHDIRECTION,YARDLINEFIXED,YARDLINEDIRECTION,PLAY
2016091809,2016-09-18,1,13,16,LA,SEA,1,10,40,(13:16) 17-C.KEENUM PASS INCOMPLETE DEEP RIGHT TO 11-T.AUSTIN.,2016,0,UNDER CENTER,PASS,DEEP RIGHT,,40,OWN,PASS
2016091811,2016-09-18,1,7,16,ATL,OAK,1,10,4,(7:16) (SHOTGUN) 2-M.RYAN PASS INCOMPLETE SHORT MIDDLE TO 19-A.ROBINSON (29-D.AMERSON).,2016,0,SHOTGUN,PASS,SHORT MIDDLE,,4,OWN,PASS
2016091812,2016-09-18,1,8,16,JAX,SD,4,5,24,"(8:16) 3-B.NORTMAN PUNTS 43 YARDS TO SD 33, CENTER-46-C.TINKER, DOWNED BY JAX-17-A.BENN.",2016,0,PUNT,PUNT,,,24,OWN,KICK
2016091812,2016-09-18,1,5,16,SD,JAX,4,8,46,"(5:16) 8-D.KASER PUNTS 48 YARDS TO JAX 6, CENTER-47-M.WINDT. 13-R.GREENE TO JAX 14 FOR 8 YARDS (29-C.MAGER).",2016,0,PUNT,PUNT,,,46,OWN,KICK
2016091800,2016-09-18,1,11,16,CAR,SF,1,10,20,(11:16) 28-J.STEWART UP THE MIDDLE TO CAR 29 FOR 9 YARDS (26-T.BROCK).,2016,9,UNDER CENTER,RUSH,,CENTER,20,OWN,RUSH
2016091812,2016-09-18,1,2,15,SD,JAX,3,4,72,"(2:15) (SHOTGUN) 17-P.RIVERS PASS SHORT RIGHT TO 85-A.GATES TO JAX 21 FOR 7 YARDS (51-P.POSLUSZNY, 31-D.HOUSE).",2016,7,SHOTGUN,PASS,SHORT RIGHT,,28,OPP,PASS
2016091802,2016-09-18,1,4,15,TEN,DET,1,10,25,(4:15) 8-M.MARIOTA PASS SHORT RIGHT TO 80-A.FASANO TO TEN 26 FOR 1 YARD (59-T.WHITEHEAD).,2016,1,UNDER CENTER,PASS,SHORT RIGHT,,25,OWN,PASS
2016091803,2016-09-18,1,8,15,KC,HOU,3,6,44,"(8:15) (SHOTGUN) 11-A.SMITH FUMBLES (ABORTED) AT KC 38, RECOVERED BY HOU-99-J.WATT AT KC 27. 99-J.WATT TO KC 27 FOR NO GAIN (11-A.SMITH). (THE BALL WAS FUMBLED BY THE QB AFTER INITIATING CONTACT WITH THE BALL.)",2016,0,SHOTGUN,FUMBLES,,,44,OWN,RUSH
2016091803,2016-09-18,1,7,15,KC,HOU,2,8,31,(7:15) (SHOTGUN) 32-S.WARE UP THE MIDDLE TO KC 32 FOR 1 YARD (29-A.HAL; 99-J.WATT).,2016,1,SHOTGUN,RUSH,,CENTER,31,OWN,RUSH
2016091805,2016-09-18,1,6,15,NYG,NO,3,1,49,"(6:15) 23-R.JENNINGS UP THE MIDDLE TO NO 49 FOR 2 YARDS (52-C.ROBERTSON, 32-K.VACCARO).",2016,2,UNDER CENTER,RUSH,,CENTER,49,OWN,RUSH
2016091804,2016-09-18,1,12,15,NE,MIA,1,10,60,(12:15) (SHOTGUN) 10-J.GAROPPOLO PASS SHORT RIGHT TO 88-M.BENNETT TO MIA 14 FOR 26 YARDS (78-T.FEDE).,2016,26,SHOTGUN,PASS,SHORT RIGHT,,40,OPP,PASS
2016091811,2016-09-18,1,5,15,ATL,OAK,2,4,21,(5:15) 26-T.COLEMAN LEFT TACKLE TO ATL 21 FOR NO GAIN (51-B.IRVIN; 96-D.AUTRY).,2016,0,UNDER CENTER,RUSH,,LEFT TACKLE,21,OWN,RUSH
2016091803,2016-09-18,1,10,14,KC,HOU,2,5,24,(10:14) (SHOTGUN) 11-A.SMITH PASS SHORT LEFT TO 17-C.CONLEY PUSHED OB AT KC 29 FOR 5 YARDS (25-K.JACKSON).,2016,5,SHOTGUN,PASS,SHORT LEFT,,24,OWN,PASS
2016091803,2016-09-18,1,3,14,HOU,KC,1,10,23,(3:14) 26-L.MILLER LEFT GUARD TO HOU 23 FOR NO GAIN (96-J.HOWARD).,2016,0,UNDER CENTER,RUSH,,LEFT GUARD,23,OWN,RUSH
2016091806,2016-09-18,1,10,14,PIT,CIN,1,10,16,(10:14) (SHOTGUN) 34-D.WILLIAMS UP THE MIDDLE TO PIT 17 FOR 1 YARD (57-V.REY).,2016,1,SHOTGUN,RUSH,,CENTER,16,OWN,RUSH
2016091808,2016-09-18,1,11,14,TB,ARI,2,6,44,(11:14) 3-J.WINSTON PASS SHORT RIGHT TO 11-A.HUMPHRIES PUSHED OB AT ARI 49 FOR 7 YARDS (26-B.WILLIAMS).,2016,7,UNDER CENTER,PASS,SHORT RIGHT,,44,OWN,PASS
2016091809,2016-09-18,1,8,14,LA,SEA,2,2,47,"(8:14) 30-T.GURLEY LEFT END TO LA 47 FOR NO GAIN (29-E.THOMAS; 50-K.WRIGHT). PENALTY ON LA-73-G.ROBINSON, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT LA 47 - NO PLAY.",2016,0,UNDER CENTER,RUSH,,LEFT END,47,OWN,RUSH
2016091810,2016-09-18,1,0,14,IND,DEN,2,8,30,"(:14) 12-A.LUCK PASS INCOMPLETE DEEP MIDDLE TO 15-P.DORSETT (43-T.WARD, 25-C.HARRIS).",2016,0,UNDER CENTER,PASS,DEEP MIDDLE,,30,OWN,PASS
2016091800,2016-09-18,1,4,14,SF,CAR,2,7,15,"(4:14) (NO HUDDLE, SHOTGUN) 28-C.HYDE UP THE MIDDLE TO SF 17 FOR 2 YARDS (95-C.JOHNSON). FUMBLES (95-C.JOHNSON), TOUCHED AT SF 15, RECOVERED BY CAR-54-S.THOMPSON AT SF 9. 54-S.THOMPSON FOR 9 YARDS, TOUCHDOWN.",2016,2,NO HUDDLE SHOTGUN,RUSH,,CENTER,15,OWN,RUSH
2016091807,2016-09-18,1,0,13,WAS,DAL,2,6,54,(:13) (SHOTGUN) 8-K.COUSINS PASS SHORT RIGHT TO 88-P.GARCON TO DAL 37 FOR 9 YARDS (50-S.LEE).,2016,9,SHOTGUN,PASS,SHORT RIGHT,,46,OPP,PASS
2016091802,2016-09-18,1,2,13,TEN,DET,1,10,39,"(2:13) (NO HUDDLE, SHOTGUN) 8-M.MARIOTA PASS SHORT RIGHT TO 82-D.WALKER TO TEN 38 FOR -1 YARDS (32-T.WILSON).",2016,-1,NO HUDDLE SHOTGUN,PASS,SHORT RIGHT,,39,OWN,PASS
2016091806,2016-09-18,1,13,13,CIN,PIT,1,10,20,(13:13) 32-J.HILL RIGHT GUARD TO CIN 20 FOR NO GAIN (21-R.GOLDEN).,2016,0,UNDER CENTER,RUSH,,RIGHT GUARD,20,OWN,RUSH
2016091811,2016-09-18,1,0,13,ATL,OAK,2,4,47,(:13) (NO HUDDLE) 2-M.RYAN PASS SHORT LEFT TO 81-A.HOOPER RAN OB AT OAK 47 FOR 6 YARDS (39-K.MCGILL).,2016,6,NO HUDDLE,PASS,SHORT LEFT,,47,OWN,PASS
2016091813,2016-09-18,1,8,12,GB,MIN,2,5,53,(8:12) (SHOTGUN) 27-E.LACY LEFT END TO MIN 44 FOR 3 YARDS (93-S.STEPHEN).,2016,3,SHOTGUN,RUSH,,LEFT END,47,OPP,RUSH
2016091801,2016-09-18,1,3,12,BAL,CLE,1,10,39,(3:12) (NO HUDDLE) 5-J.FLACCO PASS INCOMPLETE DEEP LEFT TO 11-K.AIKEN [96-X.COOPER].,2016,0,NO HUDDLE,PASS,DEEP LEFT,,39,OWN,PASS
2016091803,2016-09-18,1,1,12,KC,HOU,1,10,66,(1:12) 11-A.SMITH PASS INCOMPLETE DEEP LEFT TO 19-J.MACLIN (24-J.JOSEPH).,2016,0,UNDER CENTER,PASS,DEEP LEFT,,34,OPP,PASS
2016091801,2016-09-18,1,2,12,BAL,CLE,3,8,41,(2:12) (SHOTGUN) 5-J.FLACCO PASS SHORT MIDDLE TO 17-M.WALLACE TO CLE 47 FOR 12 YARDS (22-T.WILLIAMS) [58-C.KIRKSEY].,2016,12,SHOTGUN,PASS,SHORT MIDDLE,,41,OWN,PASS
2016091803,2016-09-18,1,13,12,HOU,KC,1,10,36,"(13:12) (SHOTGUN) 26-L.MILLER RIGHT END TO HOU 44 FOR 8 YARDS (59-J.MARCH-LILLARD, 55-D.FORD).",2016,8,SHOTGUN,RUSH,,RIGHT END,36,OWN,RUSH
2016091803,2016-09-18,1,6,12,HOU,KC,1,10,15,"(6:12) (SHOTGUN) 26-L.MILLER LEFT END PUSHED OB AT HOU 26 FOR 11 YARDS (20-S.NELSON). PENALTY ON HOU-87-C.FIEDOROWICZ, OFFENSIVE HOLDING, 7 YARDS, ENFORCED AT HOU 15 - NO PLAY.",2016,11,SHOTGUN,RUSH,,LEFT END,15,OWN,RUSH
2016091803,2016-09-18,1,5,12,HOU,KC,2,11,14,(5:12) (SHOTGUN) 17-B.OSWEILER PASS INCOMPLETE DEEP LEFT TO 15-W.FULLER (23-P.GAINES).,2016,0,SHOTGUN,PASS,DEEP LEFT,,14,OWN,PASS
2016091804,2016-09-18,1,5,12,MIA,NE,3,1,34,(5:12) (NO HUDDLE) 17-R.TANNEHILL UP THE MIDDLE TO MIA 34 FOR NO GAIN (23-P.CHUNG).,2016,0,NO HUDDLE,RUSH,,CENTER,34,OWN,RUSH
2016091804,2016-09-18,1,3,12,NE,MIA,2,10,36,(3:12) (SHOTGUN) 10-J.GAROPPOLO PASS SHORT MIDDLE TO 80-D.AMENDOLA TO NE 49 FOR 13 YARDS (24-I.ABDUL-QUDDUS).,2016,13,SHOTGUN,PASS,SHORT MIDDLE,,36,OWN,PASS
2016091805,2016-09-18,1,8,12,NYG,NO,3,2,25,"(8:12) (NO HUDDLE, SHOTGUN) 23-R.JENNINGS LEFT GUARD TO NYG 27 FOR 2 YARDS (53-J.LAURINAITIS, 32-K.VACCARO).",2016,2,NO HUDDLE SHOTGUN,RUSH,,LEFT GUARD,25,OWN,RUSH
2016091804,2016-09-18,1,1,12,NE,MIA,1,10,71,"(1:12) 10-J.GAROPPOLO PASS SHORT RIGHT TO 88-M.BENNETT PUSHED OB AT MIA 34 FOR -5 YARDS (20-R.JONES) [97-J.PHILLIPS]. PENALTY ON NE-61-M.CANNON, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT MIA 29 - NO PLAY.",2016,-5,UNDER CENTER,PASS,SHORT RIGHT,,29,OPP,PASS
2016091810,2016-09-18,1,14,12,DEN,IND,1,10,45,(14:12) 13-T.SIEMIAN PASS SHORT LEFT TO 32-A.JANOVICH PUSHED OB AT IND 44 FOR 11 YARDS (55-SI.MOORE).,2016,11,UNDER CENTER,PASS,SHORT LEFT,,45,OWN,PASS
2016091800,2016-09-18,1,8,11,CAR,SF,1,5,51,(8:11) 43-F.WHITTAKER LEFT END TO SF 42 FOR 7 YARDS (55-A.BROOKS).,2016,7,UNDER CENTER,RUSH,,LEFT END,49,OPP,RUSH
2016091801,2016-09-18,1,13,11,CLE,BAL,1,10,36,(13:11) 34-I.CROWELL RIGHT GUARD TO CLE 41 FOR 5 YARDS (55-T.SUGGS).,2016,5,UNDER CENTER,RUSH,,RIGHT GUARD,36,OWN,RUSH
2016091807,2016-09-18,1,13,11,DAL,WAS,1,10,51,(13:11) (SHOTGUN) 21-E.ELLIOTT LEFT GUARD TO WAS 47 FOR 2 YARDS (90-E.HOOD).,2016,2,SHOTGUN,RUSH,,LEFT GUARD,49,OPP,RUSH
2016091806,2016-09-18,1,9,11,PIT,CIN,3,6,20,"(9:11) (NO HUDDLE, SHOTGUN) 7-B.ROETHLISBERGER PASS SHORT LEFT TO 84-A.BROWN TO PIT 36 FOR 16 YARDS (24-A.JONES).",2016,16,NO HUDDLE SHOTGUN,PASS,SHORT LEFT,,20,OWN,PASS
2016091801,2016-09-18,1,5,11,CLE,BAL,3,8,75,(5:11) (SHOTGUN) 13-J.MCCOWN PASS SHORT MIDDLE TO 82-G.BARNIDGE TO BAL 11 FOR 14 YARDS (54-Z.ORR) [99-T.JERNIGAN].,2016,14,SHOTGUN,PASS,SHORT MIDDLE,,25,OPP,PASS
2016091808,2016-09-18,1,12,11,TB,ARI,1,10,28,(12:11) 22-D.MARTIN UP THE MIDDLE TO TB 40 FOR 12 YARDS (32-T.MATHIEU).,2016,12,UNDER CENTER,RUSH,,CENTER,28,OWN,RUSH
2016091811,2016-09-18,1,7,11,ATL,OAK,2,10,4,"(7:11) 26-T.COLEMAN UP THE MIDDLE TO ATL 4 FOR NO GAIN (50-B.HEENEY, 52-K.MACK).",2016,0,UNDER CENTER,RUSH,,CENTER,4,OWN,RUSH
2016091813,2016-09-18,1,12,11,GB,MIN,1,10,10,"(12:11) (SHOTGUN) 12-A.RODGERS PASS SHORT LEFT TO 17-D.ADAMS TO GB 13 FOR 3 YARDS (54-E.KENDRICKS). FUMBLES (54-E.KENDRICKS), RECOVERED BY MIN-34-A.SENDEJO AT GB 13. 34-A.SENDEJO TO GB 10 FOR 3 YARDS (18-R.COBB). FUMBLES (18-R.COBB), RECOVERED BY GB-18-R.COBB AT GB 10. 18-R.COBB TO GB 10 FOR NO GAIN (34-A.SENDEJO).",2016,3,SHOTGUN,PASS,SHORT LEFT,,10,OWN,PASS
2016091801,2016-09-18,1,6,10,BAL,CLE,2,6,29,(6:10) (SHOTGUN) 5-J.FLACCO PASS SHORT RIGHT INTENDED FOR 89-S.SMITH INTERCEPTED BY 23-J.HADEN [55-D.SHELTON] AT BAL 36. 23-J.HADEN TO BAL 27 FOR 9 YARDS (72-A.LEWIS).,2016,9,SHOTGUN,PASS,SHORT RIGHT,,29,OWN,PASS
2016091805,2016-09-18,1,4,10,NYG,NO,1,10,89,"(4:10) (NO HUDDLE, SHOTGUN) 10-E.MANNING PASS SHORT LEFT TO 34-S.VEREEN TO NO 8 FOR 3 YARDS (94-C.JORDAN, 32-K.VACCARO).",2016,3,NO HUDDLE SHOTGUN,PASS,SHORT LEFT,,11,OPP,PASS
2016091802,2016-09-18,1,13,10,TEN,DET,3,5,12,(13:10) (SHOTGUN) 8-M.MARIOTA PASS SHORT RIGHT TO 29-D.MURRAY PUSHED OB AT TEN 19 FOR 7 YARDS (31-R.BUSH).,2016,7,SHOTGUN,PASS,SHORT RIGHT,,12,OWN,PASS
2016091802,2016-09-18,1,7,10,DET,TEN,1,10,21,"(7:10) (SHOTGUN) 9-M.STAFFORD PASS DEEP RIGHT INTENDED FOR 15-G.TATE INTERCEPTED BY 20-P.COX AT TEN 31. 20-P.COX TO TEN 31 FOR NO GAIN (15-G.TATE). PENALTY ON TEN-90-D.JONES, DEFENSIVE OFFSIDE, 5 YARDS, ENFORCED AT DET 21 - NO PLAY.",2016,0,SHOTGUN,PASS,DEEP RIGHT,,21,OWN,PASS
2016091805,2016-09-18,1,2,10,NO,NYG,2,8,5,(2:10) 9-D.BREES PASS SHORT LEFT TO 10-B.COOKS TO NO 10 FOR 5 YARDS (91-K.SHEPPARD).,2016,5,UNDER CENTER,PASS,SHORT LEFT,,5,OWN,PASS
2016091808,2016-09-18,1,13,10,TB,ARI,1,10,17,(13:10) 3-J.WINSTON PASS SHORT LEFT TO 13-M.EVANS TO TB 25 FOR 8 YARDS (22-T.JEFFERSON).,2016,8,UNDER CENTER,PASS,SHORT LEFT,,17,OWN,PASS
2016091808,2016-09-18,1,6,10,TB,ARI,1,10,38,(6:10) (SHOTGUN) 22-D.MARTIN RIGHT END TO TB 36 FOR -2 YARDS (44-M.GOLDEN; 93-C.CAMPBELL).,2016,-2,SHOTGUN,RUSH,,RIGHT END,38,OWN,RUSH
2016091809,2016-09-18,1,1,9,SEA,LA,2,10,86,(1:09) (SHOTGUN) 3-R.WILSON PASS SHORT LEFT TO 34-T.RAWLS PUSHED OB AT LA 3 FOR 11 YARDS (21-C.SENSABAUGH) [97-E.SIMS].,2016,11,SHOTGUN,PASS,SHORT LEFT,,14,OPP,PASS
