GAMEID,GAMEDATE,QUARTER,MINUTE,SECOND,OFFENSETEAM,DEFENSETEAM,DOWN,TOGO,YARDLINE,DESCRIPTION,SEASONYEAR,YARDS,FORMATION,PLAYTYPE,PASSTYPE,RUSHDIRECTION,YARDLINEFIXED,YARDLINEDIRECTION,PLAY
2016103004,2016-10-30,4,10,51,DET,HOU,3,18,14,(10:51) (SHOTGUN) 9-M.STAFFORD PASS SHORT LEFT TO 25-T.RIDDICK PUSHED OB AT DET 23 FOR 9 YARDS (25-K.JACKSON) [59-W.MERCILUS].,2016,9,SHOTGUN,PASS,SHORT LEFT,,14,OWN,PASS
2016103010,2016-10-30,4,10,51,PHI,DAL,1,10,38,"(10:51) (NO HUDDLE, SHOTGUN) 34-K.BARNER UP THE MIDDLE TO PHI 42 FOR 4 YARDS (50-S.LEE; 93-B.MAYOWA).",2016,4,NO HUDDLE SHOTGUN,RUSH,,CENTER,38,OWN,RUSH
2016103009,2016-10-30,4,7,51,ARI,CAR,2,1,43,(7:51) 31-D.JOHNSON UP THE MIDDLE TO ARI 45 FOR 2 YARDS (77-K.LOVE; 58-T.DAVIS).,2016,2,UNDER CENTER,RUSH,,CENTER,43,OWN,RUSH
2016103005,2016-10-30,4,14,51,KC,IND,4,21,47,"(14:51) 2-D.COLQUITT PUNTS 44 YARDS TO IND 9, CENTER-41-J.WINCHESTER. 13-T.HILTON RAN OB AT IND 14 FOR 5 YARDS (13-D.THOMAS).",2016,0,PUNT,PUNT,,,47,OWN,KICK
2016103008,2016-10-30,4,2,51,SD,DEN,2,2,98,(2:51) (SHOTGUN) 17-P.RIVERS PASS INCOMPLETE SHORT RIGHT.,2016,0,SHOTGUN,PASS,SHORT RIGHT,,2,OPP,PASS
2016103008,2016-10-30,4,9,51,SD,DEN,4,18,38,"(9:51) 8-D.KASER PUNTS 60 YARDS TO DEN 2, CENTER-47-M.WINDT, DOWNED BY SD-25-D.STUCKEY.",2016,0,PUNT,PUNT,,,38,OWN,KICK
2016103004,2016-10-30,4,12,51,HOU,DET,4,8,27,"(12:51) 9-S.LECHLER PUNTS 59 YARDS TO DET 14, CENTER-46-J.WEEKS. 12-A.ROBERTS TO DET 22 FOR 8 YARDS (20-D.JONES).",2016,0,PUNT,PUNT,,,27,OWN,KICK
2016103009,2016-10-30,4,9,50,ARI,CAR,1,10,8,(9:50) 3-C.PALMER PASS SHORT RIGHT TO 31-D.JOHNSON TO ARI 10 FOR 2 YARDS (23-L.JOHNSON).,2016,2,UNDER CENTER,PASS,SHORT RIGHT,,8,OWN,PASS
2016103006,2016-10-30,4,2,50,NO,SEA,1,10,88,(2:50) 34-T.HIGHTOWER LEFT TACKLE TO SEA 10 FOR 2 YARDS (54-B.WAGNER).,2016,2,UNDER CENTER,RUSH,,LEFT TACKLE,12,OPP,RUSH
2016103004,2016-10-30,4,14,50,HOU,DET,1,10,25,(14:50) 28-A.BLUE RIGHT END TO HOU 26 FOR 1 YARD (32-T.WILSON; 91-A.ROBINSON).,2016,1,UNDER CENTER,RUSH,,RIGHT END,25,OWN,RUSH
2016103006,2016-10-30,4,13,50,NO,SEA,1,10,90,"(13:50) (SHOTGUN) 9-D.BREES PASS SHORT LEFT TO 83-W.SNEAD PUSHED OB AT SEA 5 FOR 5 YARDS (20-J.LANE). PASS 2, YAC 3",2016,5,SHOTGUN,PASS,SHORT LEFT,,10,OPP,PASS
2016103006,2016-10-30,4,1,50,SEA,NO,1,10,32,(1:50) (SHOTGUN) 3-R.WILSON SCRAMBLES UP THE MIDDLE TO SEA 37 FOR 5 YARDS (52-C.ROBERTSON).,2016,5,SHOTGUN,SCRAMBLE,,,32,OWN,PASS
2016103010,2016-10-30,4,8,49,PHI,DAL,2,7,59,(8:49) 43-D.SPROLES UP THE MIDDLE TO DAL 32 FOR 9 YARDS (31-B.JONES).,2016,9,UNDER CENTER,RUSH,,CENTER,41,OPP,RUSH
2016103009,2016-10-30,4,12,49,ARI,CAR,3,44,20,(12:49) (SHOTGUN) 3-C.PALMER PASS SHORT RIGHT TO 38-A.ELLINGTON TO ARI 36 FOR 16 YARDS (59-L.KUECHLY).,2016,16,SHOTGUN,PASS,SHORT RIGHT,,20,OWN,PASS
2016103007,2016-10-30,4,1,49,OAK,TB,4,3,95,"(1:49) (SHOTGUN) 4-D.CARR PASS INCOMPLETE SHORT RIGHT TO 15-M.CRABTREE. PENALTY ON TB-38-J.ADJEI-BARIMAH, DEFENSIVE HOLDING, 3 YARDS, ENFORCED AT TB 5 - NO PLAY.",2016,0,SHOTGUN,PASS,SHORT RIGHT,,5,OPP,PASS
2016103001,2016-10-30,4,4,48,GB,ATL,2,4,93,(4:48) (SHOTGUN) 22-A.RIPKOWSKI LEFT TACKLE TO ATL 7 FOR NO GAIN (97-G.JARRETT; 22-K.NEAL).,2016,0,SHOTGUN,RUSH,,LEFT TACKLE,7,OPP,RUSH
2016103004,2016-10-30,4,6,48,HOU,DET,1,10,88,(6:48) 28-A.BLUE RIGHT GUARD TO DET 10 FOR 2 YARDS (32-T.WILSON).,2016,2,UNDER CENTER,RUSH,,RIGHT GUARD,12,OPP,RUSH
2016103006,2016-10-30,4,4,48,NO,SEA,3,6,45,"(4:48) (SHOTGUN) 9-D.BREES PASS SHORT RIGHT TO 83-W.SNEAD TO NO 47 FOR 2 YARDS (25-R.SHERMAN; 20-J.LANE). PENALTY ON SEA-25-R.SHERMAN, DEFENSIVE HOLDING, 6 YARDS, ENFORCED AT NO 45 - NO PLAY. PENALTY MARKED AS 6 YARDS.",2016,2,SHOTGUN,PASS,SHORT RIGHT,,45,OWN,PASS
2016103005,2016-10-30,4,4,48,KC,IND,3,7,63,"(4:48) (SHOTGUN) 4-N.FOLES PASS INCOMPLETE SHORT RIGHT TO 17-C.CONLEY [94-Z.KERR]. PENALTY ON IND-20-D.BUTLER, DEFENSIVE HOLDING, 5 YARDS, ENFORCED AT IND 37 - NO PLAY.",2016,0,SHOTGUN,PASS,SHORT RIGHT,,37,OPP,PASS
2016103007,2016-10-30,4,14,48,OAK,TB,1,10,25,(14:48) 16-J.HOLTON LEFT END TO OAK 27 FOR 2 YARDS (28-V.HARGREAVES).,2016,2,UNDER CENTER,RUSH,,LEFT END,25,OWN,RUSH
2016103007,2016-10-30,4,3,48,OAK,TB,1,10,25,(3:48) (SHOTGUN) 4-D.CARR PASS INCOMPLETE SHORT RIGHT TO 15-M.CRABTREE.,2016,0,SHOTGUN,PASS,SHORT RIGHT,,25,OWN,PASS
2016103007,2016-10-30,4,11,48,OAK,TB,3,1,46,(11:48) 28-L.MURRAY RIGHT END TO OAK 48 FOR 2 YARDS (58-K.ALEXANDER).,2016,2,UNDER CENTER,RUSH,,RIGHT END,46,OWN,RUSH
2016103000,2016-10-30,4,13,48,WAS,CIN,1,10,17,(13:48) 8-K.COUSINS PASS SHORT RIGHT TO 85-V.DAVIS TO WAS 43 FOR 26 YARDS (36-S.WILLIAMS).,2016,26,UNDER CENTER,PASS,SHORT RIGHT,,17,OWN,PASS
2016103001,2016-10-30,4,14,48,ATL,GB,1,10,33,(14:48) 24-D.FREEMAN LEFT END TO ATL 36 FOR 3 YARDS (39-D.GOODSON; 47-J.RYAN).,2016,3,UNDER CENTER,RUSH,,LEFT END,33,OWN,RUSH
2016103001,2016-10-30,4,11,47,GB,ATL,2,9,15,(11:47) (SHOTGUN) 12-A.RODGERS SCRAMBLES LEFT END TO GB 26 FOR 11 YARDS (23-R.ALFORD).,2016,11,SHOTGUN,SCRAMBLE,,,15,OWN,PASS
2016103007,2016-10-30,4,8,47,OAK,TB,3,13,58,(8:47) (SHOTGUN) 4-D.CARR PASS INCOMPLETE SHORT LEFT TO 15-M.CRABTREE.,2016,0,SHOTGUN,PASS,SHORT LEFT,,42,OPP,PASS
2016103002,2016-10-30,4,12,47,NE,BUF,3,7,29,"(12:47) (SHOTGUN) 12-T.BRADY PASS INCOMPLETE DEEP RIGHT TO 15-C.HOGAN (28-R.DARBY) [90-S.LAWSON]. RECEIVER AND COVERAGE AT BUF 26. PENALTY ON BUF-90-S.LAWSON, ROUGHING THE PASSER, 15 YARDS, ENFORCED AT NE 29 - NO PLAY.",2016,0,SHOTGUN,PASS,DEEP RIGHT,,29,OWN,PASS
2016103002,2016-10-30,4,1,47,BUF,NE,2,10,72,(1:47) (SHOTGUN) 3-E.MANUEL SACKED AT NE 30 FOR -2 YARDS (98-T.FLOWERS).,2016,-2,SHOTGUN,SACK,,,28,OPP,PASS
2016103004,2016-10-30,4,2,47,HOU,DET,2,7,59,(2:47) (SHOTGUN) 26-L.MILLER RIGHT GUARD TO DET 31 FOR 10 YARDS (24-N.LAWSON; 27-G.QUIN).,2016,10,SHOTGUN,RUSH,,RIGHT GUARD,41,OPP,RUSH
2016103002,2016-10-30,4,14,47,NE,BUF,2,10,10,"(14:47) 12-T.BRADY PASS SHORT MIDDLE TO 88-M.BENNETT TO NE 26 FOR 16 YARDS (51-B.SPIKES, 26-R.BLANTON). CAUGHT AT NE 15, SLANTING SLIGHTLY FROM RIGHT.",2016,16,UNDER CENTER,PASS,SHORT MIDDLE,,10,OWN,PASS
2016103003,2016-10-30,4,6,47,NYJ,CLE,3,16,49,"(6:47) (SHOTGUN) 29-B.POWELL LEFT GUARD TO CLE 34 FOR 17 YARDS (30-D.KINDRED). PENALTY ON NYJ-77-J.CARPENTER, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT CLE 43.",2016,17,SHOTGUN,RUSH,,LEFT GUARD,49,OWN,RUSH
2016103008,2016-10-30,4,3,46,SD,DEN,2,5,88,(3:46) 28-M.GORDON UP THE MIDDLE TO DEN 9 FOR 3 YARDS (97-B.WINN; 51-T.DAVIS).,2016,3,UNDER CENTER,RUSH,,CENTER,12,OPP,RUSH
2016103010,2016-10-30,4,0,46,PHI,DAL,4,21,9,"(:46) (PUNT FORMATION) 8-D.JONES PUNTS 53 YARDS TO DAL 38, CENTER-46-J.DORENBOS, FAIR CATCH BY 13-L.WHITEHEAD. PENALTY ON DAL-51-K.WILBER, OFFENSIVE HOLDING, 10 YARDS, ENFORCED AT DAL 38.",2016,0,PUNT,PUNT,,,9,OWN,KICK
2016103006,2016-10-30,4,2,46,NO,SEA,2,8,90,"(2:46) 9-D.BREES PASS SHORT RIGHT TO 34-T.HIGHTOWER TO SEA 10 FOR NO GAIN (33-K.MCCRAY). PASS -1, YAC 1",2016,0,UNDER CENTER,PASS,SHORT RIGHT,,10,OPP,PASS
2016103001,2016-10-30,4,6,46,GB,ATL,3,4,82,"(6:46) (NO HUDDLE) 12-A.RODGERS PASS SHORT MIDDLE TO 87-J.NELSON TO ATL 15 FOR 3 YARDS (23-R.ALFORD). GREEN BAY CHALLENGED THE TOO MANY PLAYERS ON FIELD RULING, AND THE PLAY WAS REVERSED. (NO HUDDLE) 12-A.RODGERS PASS SHORT MIDDLE TO 87-J.NELSON TO ATL 15 FOR 3 YARDS (23-R.ALFORD). PENALTY ON ATL-50-B.REED, DEFENSIVE 12 ON-FIELD, 5 YARDS, ENFORCED AT ATL 18 - NO PLAY.",2016,3,NO HUDDLE,PASS,SHORT MIDDLE,,18,OPP,PASS
2016103000,2016-10-30,4,6,46,WAS,CIN,1,10,18,(6:46) 32-R.KELLEY RIGHT GUARD TO WAS 20 FOR 2 YARDS (36-S.WILLIAMS).,2016,2,UNDER CENTER,RUSH,,RIGHT GUARD,18,OWN,RUSH
2016103000,2016-10-30,4,0,46,CIN,WAS,1,10,38,(:46) (SHOTGUN) 14-A.DALTON PASS INCOMPLETE DEEP RIGHT TO 18-A.GREEN.,2016,0,SHOTGUN,PASS,DEEP RIGHT,,38,OWN,PASS
2016103004,2016-10-30,4,3,45,DET,HOU,1,10,79,(3:45) (SHOTGUN) 9-M.STAFFORD PASS INCOMPLETE SHORT RIGHT TO 85-E.EBRON (55-B.MCKINNEY).,2016,0,SHOTGUN,PASS,SHORT RIGHT,,21,OPP,PASS
2016103010,2016-10-30,4,4,45,DAL,PHI,1,10,56,(4:45) (NO HUDDLE) 21-E.ELLIOTT RIGHT GUARD TO PHI 37 FOR 7 YARDS (31-J.MILLS; 27-M.JENKINS).,2016,7,NO HUDDLE,RUSH,,RIGHT GUARD,44,OPP,RUSH
2016103008,2016-10-30,4,2,45,SD,DEN,3,2,98,(2:45) (SHOTGUN) 17-P.RIVERS PASS INCOMPLETE SHORT LEFT TO 85-A.GATES.,2016,0,SHOTGUN,PASS,SHORT LEFT,,2,OPP,PASS
2016103005,2016-10-30,4,1,45,IND,KC,2,20,45,(1:45) (SHOTGUN) 12-A.LUCK PASS INCOMPLETE DEEP MIDDLE TO 81-D.STREET (23-P.GAINES).,2016,0,SHOTGUN,PASS,DEEP MIDDLE,,45,OWN,PASS
2016103001,2016-10-30,4,9,45,GB,ATL,2,8,39,"(9:45) (SHOTGUN) 12-A.RODGERS PASS DEEP LEFT TO 81-G.ALLISON RAN OB AT ATL 44 FOR 17 YARDS. PENALTY ON ATL-34-B.POOLE, ILLEGAL USE OF HANDS, DECLINED.",2016,17,SHOTGUN,PASS,DEEP LEFT,,39,OWN,PASS
2016103003,2016-10-30,4,2,45,CLE,NYJ,3,10,26,"(2:45) (NO HUDDLE, SHOTGUN) 13-J.MCCOWN PASS SHORT LEFT TO 29-D.JOHNSON JR. TO CLE 43 FOR 17 YARDS (24-D.REVIS).",2016,17,NO HUDDLE SHOTGUN,PASS,SHORT LEFT,,26,OWN,PASS
2016103007,2016-10-30,4,2,44,OAK,TB,1,10,57,(2:44) (SHOTGUN) 4-D.CARR PASS DEEP LEFT TO 89-A.COOPER TO TB 12 FOR 31 YARDS (28-V.HARGREAVES).,2016,31,SHOTGUN,PASS,DEEP LEFT,,43,OPP,PASS
2016103005,2016-10-30,4,9,44,KC,IND,3,4,87,(9:44) (SHOTGUN) 4-N.FOLES PASS SHORT RIGHT TO 84-D.HARRIS TO IND 1 FOR 12 YARDS (30-R.MELVIN).,2016,12,SHOTGUN,PASS,SHORT RIGHT,,13,OPP,PASS
2016103007,2016-10-30,4,7,44,TB,OAK,2,10,36,(7:44) 3-J.WINSTON PASS SHORT MIDDLE TO 32-J.RODGERS TO TB 45 FOR 9 YARDS (42-K.JOSEPH).,2016,9,UNDER CENTER,PASS,SHORT MIDDLE,,36,OWN,PASS
2016103000,2016-10-30,4,11,44,WAS,CIN,3,1,52,(11:44) 8-K.COUSINS UP THE MIDDLE TO CIN 45 FOR 3 YARDS (55-V.BURFICT).,2016,3,UNDER CENTER,RUSH,,CENTER,48,OPP,RUSH
2016103005,2016-10-30,4,11,44,KC,IND,3,1,59,"(11:44) (SHOTGUN) 4-N.FOLES PASS INCOMPLETE SHORT MIDDLE TO 87-T.KELCE. PENALTY ON IND-25-P.ROBINSON, DEFENSIVE HOLDING, 5 YARDS, ENFORCED AT IND 41 - NO PLAY.",2016,0,SHOTGUN,PASS,SHORT MIDDLE,,41,OPP,PASS
2016103007,2016-10-30,4,0,44,OAK,TB,1,10,45,(:44) (SHOTGUN) 4-D.CARR PASS SHORT LEFT TO 15-M.CRABTREE TO TB 45 FOR 10 YARDS (58-K.ALEXANDER).,2016,10,SHOTGUN,PASS,SHORT LEFT,,45,OWN,PASS
2016103000,2016-10-30,4,5,44,CIN,WAS,1,10,18,(5:44) (SHOTGUN) 32-J.HILL RIGHT GUARD TO CIN 24 FOR 6 YARDS (90-E.HOOD).,2016,6,SHOTGUN,RUSH,,RIGHT GUARD,18,OWN,RUSH
2016103009,2016-10-30,4,10,44,CAR,ARI,2,9,28,"(10:44) (NO HUDDLE, SHOTGUN) 1-C.NEWTON PASS INCOMPLETE DEEP LEFT TO 13-K.BENJAMIN.",2016,0,NO HUDDLE SHOTGUN,PASS,DEEP LEFT,,28,OWN,PASS
2016103010,2016-10-30,4,11,43,DAL,PHI,3,5,69,(11:43) (SHOTGUN) 4-D.PRESCOTT PASS INCOMPLETE SHORT RIGHT TO 88-D.BRYANT (21-L.MCKELVIN).,2016,0,SHOTGUN,PASS,SHORT RIGHT,,31,OPP,PASS
2016103001,2016-10-30,4,12,43,ATL,GB,4,18,25,"(12:43) 5-M.BOSHER PUNTS 52 YARDS TO GB 23, CENTER-47-J.HARRIS. 11-T.DAVIS TO GB 28 FOR 5 YARDS (36-K.ISHMAEL). PENALTY ON GB-29-K.BRICE, FACE MASK (15 YARDS), 14 YARDS, ENFORCED AT GB 28.",2016,0,PUNT,PUNT,,,25,OWN,KICK
2016103007,2016-10-30,4,1,43,OAK,TB,1,7,93,"(1:43) (SHOTGUN) 4-D.CARR PASS SHORT MIDDLE TO 81-M.RIVERA FOR 7 YARDS, TOUCHDOWN.",2016,7,SHOTGUN,PASS,SHORT MIDDLE,,7,OPP,PASS
2016103008,2016-10-30,4,9,43,DEN,SD,1,10,2,"(9:43) 23-D.BOOKER RIGHT TACKLE TO DEN 1 FOR -1 YARDS (94-C.LIUGET). PENALTY ON DEN-79-M.SCHOFIELD, OFFENSIVE HOLDING, DECLINED.",2016,-1,UNDER CENTER,RUSH,,RIGHT TACKLE,2,OWN,RUSH
2016103002,2016-10-30,4,4,43,BUF,NE,3,10,68,"(4:43) (SHOTGUN) 5-T.TAYLOR PASS INCOMPLETE SHORT LEFT TO 17-J.HUNTER [91-J.COLLINS]. OVERTHROWN, RECEIVER AT NE 19.",2016,0,SHOTGUN,PASS,SHORT LEFT,,32,OPP,PASS
2016103000,2016-10-30,4,7,42,CIN,WAS,1,7,93,(7:42) 32-J.HILL RIGHT TACKLE TO WAS 2 FOR 5 YARDS (54-M.FOSTER).,2016,5,UNDER CENTER,RUSH,,RIGHT TACKLE,7,OPP,RUSH
2016103010,2016-10-30,4,1,42,DAL,PHI,1,10,40,(1:42) (SHOTGUN) 4-D.PRESCOTT PASS INCOMPLETE SHORT RIGHT TO 88-D.BRYANT.,2016,0,SHOTGUN,PASS,SHORT RIGHT,,40,OWN,PASS
2016103003,2016-10-30,4,9,42,NYJ,CLE,2,2,98,"(9:42) 22-M.FORTE RIGHT GUARD FOR 2 YARDS, TOUCHDOWN.",2016,2,UNDER CENTER,RUSH,,RIGHT GUARD,2,OPP,RUSH
2016103005,2016-10-30,4,14,42,IND,KC,1,10,14,(14:42) (SHOTGUN) 12-A.LUCK PASS INCOMPLETE DEEP LEFT TO 86-E.SWOOPE.,2016,0,SHOTGUN,PASS,DEEP LEFT,,14,OWN,PASS
2016103004,2016-10-30,4,2,42,HOU,DET,1,10,69,(2:42) (SHOTGUN) 26-L.MILLER UP THE MIDDLE TO DET 25 FOR 6 YARDS (52-A.WILLIAMS).,2016,6,SHOTGUN,RUSH,,CENTER,31,OPP,RUSH
2016103004,2016-10-30,4,3,42,DET,HOU,2,10,79,(3:42) (SHOTGUN) 9-M.STAFFORD PASS INCOMPLETE SHORT LEFT TO 25-T.RIDDICK.,2016,0,SHOTGUN,PASS,SHORT LEFT,,21,OPP,PASS
2016103000,2016-10-30,4,3,41,CIN,WAS,1,10,31,(3:41) (SHOTGUN) 25-G.BERNARD RIGHT GUARD TO CIN 32 FOR 1 YARD (93-T.MURPHY).,2016,1,SHOTGUN,RUSH,,RIGHT GUARD,31,OWN,RUSH
2016103006,2016-10-30,4,6,41,SEA,NO,4,3,97,"(6:41) 4-S.HAUSCHKA 21 YARD FIELD GOAL IS GOOD, CENTER-48-N.FRESE, HOLDER-9-J.RYAN.",2016,0,FIELD GOAL,FIELD GOAL,,,3,OPP,KICK
2016103007,2016-10-30,4,8,41,OAK,TB,4,13,58,"(8:41) (PUNT FORMATION) 7-M.KING PUNTS 24 YARDS TO TB 18, CENTER-59-J.CONDO, OUT OF BOUNDS.",2016,0,PUNT,PUNT,,,42,OPP,KICK
2016103000,2016-10-30,4,2,41,WAS,CIN,2,6,37,(2:41) (SHOTGUN) 8-K.COUSINS PASS SHORT LEFT TO 25-C.THOMPSON PUSHED OB AT WAS 44 FOR 7 YARDS (24-A.JONES).,2016,7,SHOTGUN,PASS,SHORT LEFT,,37,OWN,PASS
2016103005,2016-10-30,4,11,40,KC,IND,1,10,64,(11:40) (RUN FORMATION) 4-N.FOLES PASS SHORT RIGHT TO 17-C.CONLEY TO IND 19 FOR 17 YARDS (30-R.MELVIN).,2016,17,UNDER CENTER,PASS,SHORT RIGHT,,36,OPP,PASS
2016103002,2016-10-30,4,12,40,NE,BUF,1,10,44,"(12:40) 29-L.BLOUNT RIGHT TACKLE TO BUF 49 FOR 7 YARDS (99-M.DAREUS, 51-B.SPIKES).",2016,7,UNDER CENTER,RUSH,,RIGHT TACKLE,44,OWN,RUSH
2016103008,2016-10-30,4,2,40,SD,DEN,4,2,98,(2:40) (SHOTGUN) 17-P.RIVERS PASS INCOMPLETE SHORT LEFT TO 86-H.HENRY (37-L.DOSS).,2016,0,SHOTGUN,PASS,SHORT LEFT,,2,OPP,PASS
2016103007,2016-10-30,4,3,40,OAK,TB,2,10,25,(3:40) (SHOTGUN) 4-D.CARR PASS SHORT MIDDLE TO 10-S.ROBERTS TO OAK 40 FOR 15 YARDS (58-K.ALEXANDER).,2016,15,SHOTGUN,PASS,SHORT MIDDLE,,25,OWN,PASS
2016103008,2016-10-30,4,4,40,SD,DEN,1,10,36,(4:40) 17-P.RIVERS PASS SHORT LEFT TO 28-M.GORDON PUSHED OB AT DEN 34 FOR 30 YARDS (43-T.WARD).,2016,30,UNDER CENTER,PASS,SHORT LEFT,,36,OWN,PASS
2016103005,2016-10-30,4,3,40,KC,IND,4,4,74,"(3:40) (FIELD GOAL FORMATION) 5-C.SANTOS 44 YARD FIELD GOAL IS GOOD, CENTER-41-J.WINCHESTER, HOLDER-2-D.COLQUITT.",2016,0,FIELD GOAL,FIELD GOAL,,,26,OPP,KICK
2016103006,2016-10-30,4,4,40,NO,SEA,1,10,51,(4:40) 9-D.BREES PASS INCOMPLETE SHORT MIDDLE TO 29-J.KUHN.,2016,0,UNDER CENTER,PASS,SHORT MIDDLE,,49,OPP,PASS
2016103005,2016-10-30,4,5,39,KC,IND,1,10,60,(5:39) (SHOTGUN) 35-C.WEST RIGHT GUARD TO IND 40 FOR NO GAIN (95-L.EDWARDS).,2016,0,SHOTGUN,RUSH,,RIGHT GUARD,40,OPP,RUSH
2016103007,2016-10-30,4,4,39,TB,OAK,1,7,93,(4:39) 3-J.WINSTON SCRAMBLES LEFT END TO OAK 1 FOR 6 YARDS (54-P.RILEY).,2016,6,UNDER CENTER,SCRAMBLE,,,7,OPP,PASS
2016103000,2016-10-30,4,9,39,WAS,CIN,2,8,67,"(9:39) (SHOTGUN) 8-K.COUSINS PASS DEEP LEFT TO 80-J.CROWDER FOR 33 YARDS, TOUCHDOWN. THAT IS THE 100TH TOUCHDOWN SCORED IN INTERNATIONAL SERIES GAMES IN LONDON.",2016,33,SHOTGUN,PASS,DEEP LEFT,,33,OPP,PASS
2016103004,2016-10-30,4,3,39,DET,HOU,3,10,79,(3:39) (SHOTGUN) 9-M.STAFFORD PASS SHORT RIGHT TO 15-G.TATE TO HOU 16 FOR 5 YARDS (35-E.PLEASANT).,2016,5,SHOTGUN,PASS,SHORT RIGHT,,21,OPP,PASS
2016103009,2016-10-30,4,6,39,ARI,CAR,2,17,52,(6:39) (SHOTGUN) 3-C.PALMER PASS SHORT RIGHT TO 10-B.GOLDEN RAN OB AT CAR 36 FOR 12 YARDS.,2016,12,SHOTGUN,PASS,SHORT RIGHT,,48,OPP,PASS
2016103005,2016-10-30,4,4,39,KC,IND,1,10,68,(4:39) (RUN FORMATION) 35-C.WEST LEFT END TO IND 34 FOR -2 YARDS (98-R.MATHIS).,2016,-2,UNDER CENTER,RUSH,,LEFT END,32,OPP,RUSH
2016103008,2016-10-30,4,12,38,DEN,SD,3,1,99,"(12:38) 74 (SAMBRAILO) AND 53 (FERENTZ) ARE ELIGIBLE RECEIVERS. 40-J.THOMPSON UP THE MIDDLE FOR 1 YARD, TOUCHDOWN.",2016,1,UNDER CENTER,RUSH,,CENTER,1,OPP,RUSH
2016103010,2016-10-30,4,0,38,DAL,PHI,1,10,28,(:38) (SHOTGUN) 4-D.PRESCOTT PASS INCOMPLETE SHORT RIGHT TO 11-C.BEASLEY (55-B.GRAHAM). HEAVY PRESSURE BY GRAHAM WHO HIT THE BALL AS PRESCOTT RELEASED IT.,2016,0,SHOTGUN,PASS,SHORT RIGHT,,28,OWN,PASS
2016103009,2016-10-30,4,5,38,ARI,CAR,1,10,85,"(5:38) (NO HUDDLE, SHOTGUN) 3-C.PALMER PASS SHORT RIGHT TO 11-L.FITZGERALD TO CAR 4 FOR 11 YARDS (20-K.COLEMAN).",2016,11,NO HUDDLE SHOTGUN,PASS,SHORT RIGHT,,15,OPP,PASS
2016103009,2016-10-30,4,8,38,ARI,CAR,3,1,28,"(8:38) (NO HUDDLE, SHOTGUN) 3-C.PALMER PASS SHORT LEFT TO 14-J.NELSON PUSHED OB AT ARI 34 FOR 6 YARDS (26-D.WORLEY).",2016,6,NO HUDDLE SHOTGUN,PASS,SHORT LEFT,,28,OWN,PASS
2016103004,2016-10-30,4,5,38,HOU,DET,2,18,80,(5:38) (SHOTGUN) 17-B.OSWEILER PASS SHORT LEFT TO 13-B.MILLER TO DET 11 FOR 9 YARDS (32-T.WILSON).,2016,9,SHOTGUN,PASS,SHORT LEFT,,20,OPP,PASS
2016103004,2016-10-30,4,0,38,HOU,DET,3,12,79,(:38) 17-B.OSWEILER KNEELS TO DET 22 FOR -1 YARDS.,2016,0,UNDER CENTER,QB KNEEL,,,21,OPP,RUSH
2016103007,2016-10-30,4,1,38,TB,OAK,1,10,25,(1:38) (SHOTGUN) 32-J.RODGERS UP THE MIDDLE TO TB 29 FOR 4 YARDS (52-K.MACK).,2016,4,SHOTGUN,RUSH,,CENTER,25,OWN,RUSH
2016103000,2016-10-30,4,0,38,CIN,WAS,2,10,38,"(:38) (SHOTGUN) 14-A.DALTON PASS SHORT LEFT TO 85-T.EIFERT TO CIN 47 FOR 9 YARDS (39-D.WHITNER). PENALTY ON WAS-24-J.NORMAN, ILLEGAL USE OF HANDS, 5 YARDS, ENFORCED AT CIN 38 - NO PLAY.",2016,9,SHOTGUN,PASS,SHORT LEFT,,38,OWN,PASS
2016103003,2016-10-30,4,9,38,CLE,NYJ,1,10,25,(9:38) 34-I.CROWELL RIGHT GUARD TO CLE 30 FOR 5 YARDS (51-J.STANFORD; 21-M.GILCHRIST).,2016,5,UNDER CENTER,RUSH,,RIGHT GUARD,25,OWN,RUSH
2016103002,2016-10-30,4,4,38,BUF,NE,4,10,68,"(4:38) (SHOTGUN) 5-T.TAYLOR PASS SHORT LEFT TO 10-R.WOODS TO NE 23 FOR 9 YARDS (21-M.BUTLER). CAUGHT IN FLAT AT NE 23. MEASUREMENT = TURNOVER ON DOWNS. BUFFALO CHALLENGED THE SHORT OF THE LINE TO GAIN RULING, AND THE PLAY WAS UPHELD. THE RULING ON THE FIELD STANDS. (TIMEOUT #1 AT 04:29.)",2016,9,SHOTGUN,PASS,SHORT LEFT,,32,OPP,PASS
2016103006,2016-10-30,4,6,38,NO,SEA,1,10,25,"(6:38) 9-D.BREES PASS SHORT RIGHT TO 83-W.SNEAD PUSHED OB AT NO 41 FOR 16 YARDS (25-R.SHERMAN). PASS -1, YAC 17",2016,16,UNDER CENTER,PASS,SHORT RIGHT,,25,OWN,PASS
2016103009,2016-10-30,4,10,38,CAR,ARI,3,14,23,(10:38) (SHOTGUN) 1-C.NEWTON PASS SHORT LEFT TO 19-T.GINN TO CAR 26 FOR 3 YARDS (41-M.COOPER).,2016,3,SHOTGUN,PASS,SHORT LEFT,,23,OWN,PASS
